family,shape,params,ms,gflops,occ,wg,golden
regGen,262x1024x2816,BK=16;TM=4;TN=2;sgC=2;sgR=1,0.433333,3486.918498,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=2;sgC=2;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=2;sgC=2;sgR=1,1.100000,1373.634560,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=4;sgC=2;sgR=1,0.700000,2158.568594,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=4;sgC=2;sgR=1,1.066667,1416.560640,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=4;sgC=2;sgR=1,1.700000,888.822362,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=1;sgC=2;sgR=1,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=1;sgC=2;sgR=1,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=1;sgC=2;sgR=1,2.233333,676.566276,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=2;sgC=2;sgR=1,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=2;sgC=2;sgR=1,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=2;sgC=2;sgR=1,1.866667,809.463223,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=4;sgC=2;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=4;sgC=2;sgR=1,1.366667,1105.608304,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=4;sgC=2;sgR=1,2.633333,573.796715,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=1;TN=1;sgC=4;sgR=1,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=1;TN=1;sgC=4;sgR=1,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=1;TN=1;sgC=4;sgR=1,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=1;TN=2;sgC=4;sgR=1,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=1;TN=2;sgC=4;sgR=1,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=1;TN=2;sgC=4;sgR=1,0.700000,2158.568594,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=1;TN=4;sgC=4;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=1;TN=4;sgC=4;sgR=1,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=1;TN=4;sgC=4;sgR=1,1.133333,1333.233544,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=2;TN=1;sgC=4;sgR=1,0.300000,5036.660053,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=2;TN=1;sgC=4;sgR=1,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=2;TN=1;sgC=4;sgR=1,0.700000,2158.568594,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=2;TN=2;sgC=4;sgR=1,0.300000,5036.660053,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=2;TN=2;sgC=4;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=2;TN=2;sgC=4;sgR=1,0.933333,1618.926446,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=2;TN=4;sgC=4;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=2;TN=4;sgC=4;sgR=1,0.800000,1888.747520,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=2;TN=4;sgC=4;sgR=1,1.333333,1133.248512,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=1;sgC=4;sgR=1,0.300000,5036.660053,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=1;sgC=4;sgR=1,0.700000,2158.568594,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=1;sgC=4;sgR=1,0.766667,1970.866977,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=2;sgC=4;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=2;sgC=4;sgR=1,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=2;sgC=4;sgR=1,0.933333,1618.926446,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=4;sgC=4;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=4;sgC=4;sgR=1,0.833333,1813.197619,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=4;sgC=4;sgR=1,1.566667,964.466819,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=1;sgC=4;sgR=1,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=1;sgC=4;sgR=1,0.733333,2060.451840,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=1;sgC=4;sgR=1,1.066667,1416.560640,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=2;sgC=4;sgR=1,0.866667,1743.459249,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=2;sgC=4;sgR=1,1.033333,1462.256145,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=2;sgC=4;sgR=1,1.433333,1054.184662,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=4;sgC=4;sgR=1,1.133333,1333.233544,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=4;sgC=4;sgR=1,1.300000,1162.306166,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=4;sgC=4;sgR=1,2.266667,666.616772,maxThreads=1024 execWidth=32 tgMem=0,128,PASS
regGen,262x1024x2816,BK=16;TM=1;TN=1;sgC=1;sgR=2,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=1;TN=1;sgC=1;sgR=2,0.433333,3486.918498,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=1;TN=1;sgC=1;sgR=2,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=1;TN=2;sgC=1;sgR=2,0.333333,4532.994048,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=1;TN=2;sgC=1;sgR=2,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=1;TN=2;sgC=1;sgR=2,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=1;TN=4;sgC=1;sgR=2,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=1;TN=4;sgC=1;sgR=2,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=1;TN=4;sgC=1;sgR=2,0.966667,1563.101396,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=2;TN=1;sgC=1;sgR=2,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=2;TN=1;sgC=1;sgR=2,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=2;TN=1;sgC=1;sgR=2,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=2;TN=2;sgC=1;sgR=2,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=2;TN=2;sgC=1;sgR=2,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=2;TN=2;sgC=1;sgR=2,0.933333,1618.926446,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=2;TN=4;sgC=1;sgR=2,0.300000,5036.660053,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=2;TN=4;sgC=1;sgR=2,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=2;TN=4;sgC=1;sgR=2,1.133333,1333.233544,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=1;sgC=1;sgR=2,0.400000,3777.495040,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=1;sgC=1;sgR=2,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=1;sgC=1;sgR=2,2.433333,620.958089,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=2;sgC=1;sgR=2,0.366667,4120.903680,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=2;sgC=1;sgR=2,0.500000,3021.996032,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=2;sgC=1;sgR=2,2.333333,647.570578,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=4;TN=4;sgC=1;sgR=2,0.466667,3237.852891,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=4;TN=4;sgC=1;sgR=2,0.666667,2266.497024,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=4;TN=4;sgC=1;sgR=2,2.000000,755.499008,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=1;sgC=1;sgR=2,0.533333,2833.121280,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=1;sgC=1;sgR=2,2.566667,588.700526,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=64;TM=8;TN=1;sgC=1;sgR=2,5.066667,298.223293,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=16;TM=8;TN=2;sgC=1;sgR=2,0.566667,2666.467087,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x1024x2816,BK=32;TM=8;TN=2;sgC=1;sgR=2,1.966667,768.304076,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
regGen,262x2112x2816,BK=16;TM=1;TN=1;sgC=1;sgR=1,0.700000,4452.047726,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=1;TN=1;sgC=1;sgR=1,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=1;TN=1;sgC=1;sgR=1,0.833333,3739.720090,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=1;TN=2;sgC=1;sgR=1,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=1;TN=2;sgC=1;sgR=1,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=1;TN=2;sgC=1;sgR=1,0.900000,3462.703787,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=1;TN=4;sgC=1;sgR=1,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=1;TN=4;sgC=1;sgR=1,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=1;TN=4;sgC=1;sgR=1,2.133333,1460.828160,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=2;TN=1;sgC=1;sgR=1,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=2;TN=1;sgC=1;sgR=1,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=2;TN=1;sgC=1;sgR=1,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=2;TN=2;sgC=1;sgR=1,0.500000,6232.866816,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=2;TN=2;sgC=1;sgR=1,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=2;TN=2;sgC=1;sgR=1,1.166667,2671.228635,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=2;TN=4;sgC=1;sgR=1,0.533333,5843.312640,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=2;TN=4;sgC=1;sgR=1,0.700000,4452.047726,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=2;TN=4;sgC=1;sgR=1,2.400000,1298.513920,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=4;TN=1;sgC=1;sgR=1,0.566667,5499.588367,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=4;TN=1;sgC=1;sgR=1,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=4;TN=1;sgC=1;sgR=1,2.900000,1074.632210,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=4;TN=2;sgC=1;sgR=1,0.500000,6232.866816,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=4;TN=2;sgC=1;sgR=1,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=4;TN=2;sgC=1;sgR=1,2.800000,1113.011931,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=4;TN=4;sgC=1;sgR=1,0.600000,5194.055680,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=4;TN=4;sgC=1;sgR=1,0.800000,3895.541760,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=4;TN=4;sgC=1;sgR=1,3.133333,994.606407,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=8;TN=1;sgC=1;sgR=1,0.733333,4249.681920,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=8;TN=1;sgC=1;sgR=1,4.000000,779.108352,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=8;TN=1;sgC=1;sgR=1,7.400000,421.139650,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=8;TN=2;sgC=1;sgR=1,0.700000,4452.047726,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=8;TN=2;sgC=1;sgR=1,3.500000,890.409545,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=8;TN=2;sgC=1;sgR=1,5.633333,553.213031,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=8;TN=4;sgC=1;sgR=1,0.866667,3595.884702,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=32;TM=8;TN=4;sgC=1;sgR=1,2.633333,1183.455725,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=64;TM=8;TN=4;sgC=1;sgR=1,5.600000,556.505966,maxThreads=1024 execWidth=32 tgMem=0,32,PASS
regGen,262x2112x2816,BK=16;TM=1;TN=1;sgC=2;sgR=1,0.666667,4674.650112,maxThreads=1024 execWidth=32 tgMem=0,64,PASS
